,Comment.1,AustralianSuperMainFund,polarity,subjectivity
4111,Australian Super has a very good reputation. But my super has not grown at all since 2009,6.0,0.39,0.53
4112,Good returns. Flexibility. Industry fund,9.0,0.7,0.6
4113,"I've been with this fund for over 15 years, I have never had the need to change as it works for me.",8.0,0.0,0.0
4114,Not sure about the differences between super companies. I got mine as it's what my current employer's choice.,5.0,0.03,0.65
4115,g,10.0,0.0,0.0
4116,Better returns than others.,9.0,0.5,0.5
4118,"I transferred most of my money to Asgard at the recommendation of our financial adviser. I consider them to be my main fund, but that wasn't an option in question 2. I believe that their fees are too high, but when I try to find out how much Australian Super charge for the fees on top of the admin fee, I can't find that information. I would like to transfer my funds back to Australian super, but our adviser says that their fees are quite high. Without visibility on them, I can't make an informed decision, which I would like to do. I would rate them higher if I could see their fees on top of the admin costs.",6.0,0.22,0.37
4119,I consider it one of the best superfunds in Australia,6.0,1.0,0.3
4120,its a benifit members fund.its my main super fund for a long time,10.0,0.15,0.47
4121,"Trusted and reliable, easy to deal with and web portal is great",9.0,0.62,0.79
4122,Good reputation,7.0,0.7,0.6
4123,low cost,9.0,0.0,0.3
4124,I have rolled all my supers to Australian Super. I don't have any issues.,7.0,0.17,0.33
4125,"Very accessible, both online, and speaking to you on the phone. I'm not one to check my super performance. I'm not to switched on with shares, performance etc. Your people are very patient and explain things so I can understand.",10.0,0.34,0.48
4129,Australian Super works for me but I would not assume to know what is best for someone else.,8.0,0.44,0.32
4130,It just seems great,8.0,0.8,0.75
4131,Provide a reasonable return and provide timely information on status.,7.0,0.2,0.6
4132,It's just another Super fund...,5.0,0.33,0.67
4133,good tools good service,7.0,0.7,0.6
4134,Not for profit - well managed - trustworthy,9.0,0.0,0.0
4135,Has worked well for me and other staff,8.0,-0.12,0.38
4136,It is a good Super company,10.0,0.52,0.63
4137,Run well and has been performing well,8.0,0.0,0.0
4138,Don't discuss or advise anyone on this personal or company choice,0.0,0.0,0.3
4139,"is a easy web site to work with, no phone calls needed",9.0,0.43,0.83
4140,"i have always found Australian Super profitable, and easy to deal with.",8.0,0.26,0.5
4141,I don't know enough about Super to be recommending any fund to anybody!,5.0,0.21,0.58
4142,Do not know much about fund yet. Thus I can not provide any recommendation.,5.0,0.2,0.2
4143,My super is doing well and I am updated frequently and kept in touch.,8.0,0.22,0.48
4144,Customer service has been poor recently.,5.0,-0.2,0.42
4145,"No benefits to member, admin fees too high. transfer fee too expensive, returns are poor. Member are just a number in your fund.",1.0,-0.25,0.61
4146,"Australian Super is OK, fees are low and accessible via internet.",6.0,0.24,0.37
4147,"Understandable, clear",9.0,0.1,0.38
4148,Cheapest fees,9.0,0.0,0.0
4149,sames as previous,4.0,-0.17,0.17
4150,"Low cost, great returns.",10.0,0.4,0.53
4151,Good product and good service,10.0,0.7,0.6
4152,Good returns,9.0,0.7,0.6
4153,super seems to be tracking in the right direction,7.0,0.31,0.6
4154,no comment,5.0,0.0,0.0
4156,Returns seem reasonable,4.0,0.2,0.6
4157,Generally speaking I don't recommend products unless the vendor pays.,7.0,0.05,0.5
4158,Low fees are good. However my main complaint is the inability to nominate to leave my money to my sister or parents as I have no partner or dependents. That's just discrimination against singles.,6.0,0.14,0.36
4159,"I like the site, it is informative and I can find my way around it. I believe it achieves good results.",10.0,0.7,0.6
4160,Memeber fund and have proformed asper expected,7.0,-0.1,0.4
4161,Am happy with the service I receive.,7.0,0.8,1.0
4162,"Reliable performance, an industry fund with reasonable fees.",8.0,0.2,0.6
4163,Large well managed fund which doesn't charge excessive fees.,9.0,-0.02,0.71
4164,"Good returns, low fees & easy account viewing access.",9.0,0.38,0.58
4165,i am happy to be in this fund,7.0,0.8,1.0
4166,"Good returns, low fees, good info provided",10.0,0.47,0.5
4167,I am happy with the fund,9.0,0.8,1.0
4168,The fund offers a number of strategic options to invest my money. The web site and associated newsletter provide useful information for investment options and any changes to the legislation that impacts on superannuation investments.,8.0,0.2,0.0
4169,I'm happy with the fund's performance and with the level of information I receive from AustralianSuper.,8.0,0.8,1.0
4170,I seldom discuss super.,5.0,0.33,0.67
4171,Good returns,8.0,0.7,0.6
4172,Good service and reliable information,10.0,0.7,0.6
4173,i feel its not a very personal service. im just another number in your system...,5.0,0.0,0.23
4174,Highly responsive ... friendly,10.0,0.27,0.52
4175,good customer service,8.0,0.7,0.6
4176,Excellent returns. Low fees.,8.0,0.5,0.65
4177,-,9.0,0.0,0.0
4178,"website is not very friendly and the administration fee annually is higher than the investment gain, meaning my super amount is a negative gain, how cool it is!?",2.0,0.12,0.52
4179,It australian,10.0,0.0,0.0
4180,Low fees and very good service when requesting information,10.0,0.45,0.54
4181,your advertisement is misleading,5.0,0.0,0.0
4182,Very Good,7.0,0.91,0.78
4183,So far my dealings with AustralianSuper have been positive,6.0,0.16,0.77
4184,Been happy customer,10.0,0.8,1.0
4186,industry fund,10.0,0.0,0.0
4187,So far since changing from a retail super fund admin fees have been much lower and the interst rates very similar.,8.0,0.16,0.6
4188,It is reliable....,8.0,0.0,0.0
4189,not bad returns,8.0,0.35,0.67
4190,I am very happy with my super fund the service the low fees and the flexibility that I have with my choice.,10.0,0.44,0.66
4193,I have been very happy with the growth of my super.,10.0,0.67,0.83
4194,"Good returns, good communication, no complaints",8.0,0.7,0.6
4195,Australian Super has always been a top investment,9.0,0.28,0.39
4196,helpful when ever I call call,8.0,0.0,0.0
4197,One of the best funds available,9.0,0.7,0.35
4198,Trustworthy and high t,8.0,0.16,0.54
4199,Performance was very good in the past. Fees and charges are low. I feel safe with my money in their care.,9.0,0.29,0.46
4201,I was extremely disappointed at the length of time it took for my account to be converted correctly from AGEST. If it wasn't for the hassle (or fear there of) I would probably move.,4.0,-0.75,0.75
4202,I am totally satisfied,10.0,0.5,1.0
4203,"They have been a good company. Unfortunately, the web site and gaining access, was extremely difficult. In the end I had given up, trying.",8.0,-0.1,0.87
4205,Happy with service.,8.0,0.8,1.0
4206,I am very happy with your service so far,10.0,0.55,1.0
4207,i am happy,10.0,0.8,1.0
4208,none,5.0,0.0,0.0
4209,it is good,6.0,0.7,0.6
4210,I don't get asked about super funds. Most people I know just have the fund their employer offers,5.0,0.31,0.39
4212,Happy with this fund,10.0,0.8,1.0
4213,Overall I believe it to be a super fund that works for me without all the fees associated with many other funds.,8.0,0.18,0.39
4214,They are an industry super fund run only to benefit members.,8.0,0.17,0.83
4215,reliable,9.0,0.0,0.0
4217,Helpful staff. Relatively easy to use when compared to others. Decent fees and returns.,10.0,0.3,0.75
4218,"The staff are very helpful, friendly in their attitude, as well as willing to listen carefully to what you have to say. If their is a problem, they will do their best to solve it to the client's satisfaction.",10.0,0.35,0.57
4219,I have been happy with the performance and service I have received from AustralianSuper.,8.0,0.8,1.0
4220,Low fees good returns,9.0,0.35,0.45
4221,very helpful,9.0,0.2,0.3
4222,Australian Super has incorrectly created 2 accounts on my name. I have been trying to amalgamate both my accounts and get the fees refunded for a while now. The process is not very friendly and quick. You created a duplicate account for me incorrectly and I would appreciate you solve the problem! I'm wasting my hard earned money paying for two accounts. Nothe happy,3.0,0.19,0.52
4223,"Most of the people in my circle of friends have had Super with other funds for a long time, so i would recommend only to new people",6.0,0.13,0.57
4224,Industry super fund. Easy to navigate website. Various investment options to choose from.,9.0,0.26,0.67
4225,performance,10.0,0.0,0.0
4226,Never had any issues..good returns,10.0,0.0,0.0
4227,Easy to contact & never have a problem at all,8.0,0.43,0.83
4228,Not if this is the best managed fund.,5.0,1.0,0.3
4229,Low cost superfund & performs well enough.,10.0,0.0,0.4
4230,Professional and safe fund,7.0,0.3,0.3
4231,Im happy with the returns,9.0,0.8,1.0
4232,"Good returns, low fees",9.0,0.35,0.45
4233,long experience with Australian Super,10.0,0.09,0.36
4234,Simple to understand,7.0,0.0,0.36
4235,"As far as I know, it's one of the better performing industry funds",8.0,0.3,0.75
4236,Everything was going good but now that I'm gonna shut it I am having silly trouble with the company to have my money back,4.0,-0.0,0.42
4237,Good customer service,8.0,0.7,0.6
4238,Been with Australian super for over 15 years,10.0,0.17,0.33
4239,Steady return but not the highest of all the industry funds.,9.0,0.17,0.5
4240,large range of products giving a sense of control over where monies goes for ethical and moral reasons,8.0,0.14,0.43
4241,I haven't had a problem with aust super. And compared to family members super the fees are lower.,8.0,0.33,0.67
4242,Should be here for the long term!,8.0,-0.06,0.4
4244,The staff have always been very helpful and I am happy with fees they charge,10.0,0.5,0.65
4245,Ease of withdrawal and friendly and helpful staff.,10.0,0.38,0.5
4246,It has been recommended to me by a friend as reliable and safe. It is one of the largest industry funds. I'm very happy with how my super is tracking.,9.0,0.61,0.72
4247,do not respond to complaints,0.0,0.0,0.0
4248,Almost perfect,9.0,1.0,1.0
4249,GOOD RETURN,10.0,0.7,0.6
4250,"Good performance, low fees and many investment options.",8.0,0.4,0.47
4251,I have been with them for a long time and have continued to make money,8.0,-0.05,0.4
4252,Well I haven't been talked about my superannuation yet.,5.0,0.0,0.0
4253,good return service,7.0,0.7,0.6
4254,I am happy with Aust Super and have both a pension and super fund.,9.0,0.49,0.78
4255,Informative good returns easy accsess,10.0,0.57,0.72
4256,I am happy with the performance of the fund,10.0,0.8,1.0
4257,"Performs well, knowledgeable and friendly staff.",10.0,0.38,0.5
4258,Its the super fund my company used,6.0,0.33,0.67
4259,All good.,10.0,0.7,0.6
4260,Never had troubles,6.0,0.0,0.0
4262,They seem very good,10.0,0.91,0.78
4263,Not sure,9.0,-0.25,0.89
4264,You keep me up ate about my super,9.0,0.33,0.67
4265,They have been a super for me,10.0,0.33,0.67
4266,Better returns,8.0,0.5,0.5
4267,"Simple Super, low fees.",10.0,0.11,0.44
4268,reasonable return and good customer service,8.0,0.45,0.6
4269,why?,6.0,0.0,0.0
4270,"Summary reports are very easy to understand. I'm not bombarded with communication from Australian Super and I appreciate that it is part of a network who works for their members, not shareholders",8.0,0.3,0.56
4271,Because Australian Super gives me what I need,9.0,0.17,0.33
4272,Helpfulness of staff and smaller fees/ casts,10.0,0.0,0.5
4273,"Good returns, consistent performance",10.0,0.47,0.43
4274,One of the first super funds to actually generate a positive income to my super.,5.0,0.23,0.46
